项目,结果,学年,学期,学位,国家,分数制,GPA
MEng CE@TAMU,Admit,2024,Fall,Master,美国,4.0,3.21
MEng CE@TAMU,Admit,2023,Fall,Master,美国,4.0,3.73
MEng CE@TAMU,Admit,2023,Fall,Master,美国,4.3,3.41
MEng@UCLA,Reject,2024,Fall,Master,美国,4.3,3.7
MEng@UCLA,Reject,2024,Fall,Master,美国,4.0,3.82
MEng@UCLA,Reject,2024,Fall,Master,美国,100,89.1
MEng@UCLA,Admit,2023,Fall,Master,美国,4.0,3.98
MEng@UCLA,Admit,2023,Fall,Master,美国,4.0,3.92
MEng@UCLA,Admit,2023,Fall,Master,美国,100,88.0
MEng@UCLA,Admit,2023,Fall,Master,美国,4.3,3.55
MEng@UCLA,Admit,2023,Fall,Master,美国,5.0,4.55
MEng@UCLA,Admit,2023,Fall,Master,美国,100,86.3
MEng@UCLA,Admit,2023,Fall,Master,美国,100,92.3
MEng@UCLA,Admit,2023,Fall,Master,美国,4.0,3.6
MEng@UCLA,Reject,2023,Fall,Master,美国,4.0,3.33
MEng@UCLA,Admit,2023,Fall,Master,美国,100,88.0
MEng@UCLA,Admit,2023,Fall,Master,美国,4.3,3.97
MEng@UCLA,Admit,2023,Fall,Master,美国,4.0,3.94
MEng@UCLA,Admit,2023,Fall,Master,美国,4.0,3.85
MEng@UCLA,Reject,2023,Fall,Master,美国,4.0,3.3
MEng@UCLA,Reject,2023,Fall,Master,美国,100,92.91
MEng@UCLA,Admit,2023,Fall,Master,美国,100,86.5
MEng@UCLA,Reject,2023,Fall,Master,美国,4.0,3.74
MEng@UCLA,Admit,2023,Fall,Master,美国,100,86.5
MEng@UCLA,Reject,2022,Fall,Master,美国,100,90.11
MEng@UCLA,Admit,2022,Fall,Master,美国,100,88.42
MET@CMU,Withdraw,2023,Fall,Master,美国,4.0,3.3
MIIS@CMU,Reject,2024,Fall,Master,美国,100,85.97
MIIS@CMU,Reject,2023,Fall,Master,美国,100,88.42
MIIS@CMU,Reject,2023,Fall,Master,美国,4.0,3.95
MIIS@CMU,Reject,2023,Fall,Master,美国,100,89.61
MIIS@CMU,Reject,2023,Fall,Master,美国,100,90.52
MIIS@CMU,Reject,2023,Fall,Master,美国,4.0,4.0
MIIS@CMU,Reject,2023,Fall,Master,美国,4.0,3.95
MIIS@CMU,Admit,2023,Fall,Master,美国,100,91.63
MIIS@CMU,Reject,2022,Fall,Master,美国,100,88.42
MISM@CMU,Reject,2023,Fall,Master,美国,100,86.74
MISM@CMU,Admit,2023,Fall,Master,美国,100,86.5
MITS@CMU,Admit,2024,Fall,Master,美国,4.0,3.98
MITS@CMU,Reject,2024,Fall,Master,美国,100,89.1
MITS@CMU,Admit,2024,Fall,Master,美国,100,91.82
MITS@CMU,Admit,2024,Fall,Master,美国,100,89.7
MITS@CMU,Reject,2023,Fall,Master,美国,4.3,3.75
MLT@CMU,Reject,2024,Fall,Master,美国,100,90.1
MLT@CMU,Reject,2023,Fall,Master,美国,4.0,3.95
MLT@CMU,Reject,2023,Fall,Master,美国,4.0,3.95
MLT@CMU,Reject,2023,Fall,Master,美国,100,91.63
MMath@Waterloo,Admit,2024,Fall,Master,美国,4.0,3.5
MMath@Waterloo,Admit,2024,Fall,Master,美国,100,90.28
MMath@Waterloo,Reject,2023,Fall,Master,美国,4.0,3.74
MMath@Waterloo,Waitlist,2023,Fall,Master,美国,4.0,3.8
MPCS@UChicago,Reject,2024,Fall,Master,美国,4.3,3.7
MPCS@UChicago,Reject,2024,Fall,Master,美国,4.0,3.7
MPCS@UChicago,Admit,2024,Fall,Master,美国,4.0,3.83
MPCS@UChicago,Reject,2024,Fall,Master,美国,100,85.14
MPCS@UChicago,Waitlist,2024,Fall,Master,美国,100,91.08
MPCS@UChicago,Admit,2023,Fall,Master,美国,100,87.5
MPCS@UChicago,Admit,2023,Fall,Master,美国,4.0,3.8
MPCS@UChicago,Reject,2023,Fall,Master,美国,100,89.7
MPCS@UChicago,Admit,2023,Fall,Master,美国,4.3,3.75
MPCS@UChicago,Admit,2023,Fall,Master,美国,其他,27.89
MPCS@UChicago,Reject,2023,Fall,Master,美国,4.0,3.3
MPCS@UChicago,Admit,2023,Fall,Master,美国,4.0,3.9
MPCS@UChicago,Admit,2023,Fall,Master,美国,4.0,3.97
MPCS@UChicago,Reject,2023,Fall,Master,美国,4.0,3.92
MPCS@UChicago,Reject,2023,Fall,Master,美国,100,86.74
MSAI-EE@CMU,Admit,2023,Fall,Master,美国,4.0,3.84
MSAI-EE@CMU,Admit,2023,Fall,Master,美国,4.0,3.92
MSAI@BU,Admit,2023,Fall,Master,美国,4.0,3.48
MSAIE-IS@CMU,Reject,2023,Fall,Master,美国,4.0,3.37
MSAIE-IS@CMU,Reject,2023,Fall,Master,美国,4.0,3.92
MSAII@CMU,Reject,2024,Fall,Master,美国,4.0,3.87
MSAII@CMU,Reject,2024,Fall,Master,美国,4.0,3.83
MSAII@CMU,Reject,2024,Fall,Master,美国,5.0,4.62
MSAII@CMU,Reject,2024,Fall,Master,美国,100,91.11
MSAII@CMU,Admit,2024,Fall,Master,美国,4.0,3.83
MSAII@CMU,Reject,2023,Fall,Master,美国,100,91.63
MSAII@CMU,Reject,2023,Fall,Master,美国,100,90.52
MSAII@CMU,Reject,2023,Fall,Master,美国,4.0,3.9
MSAII@CMU,Reject,2022,Fall,Master,美国,100,88.42
MSCE@Columbia,Admit,2023,Fall,Master,美国,4.3,3.97
MSCE@NYU Tandon,Admit,2024,Fall,Master,美国,4.0,2.9
MSCE@NYU Tandon,Admit,2024,Fall,Master,美国,4.0,3.82
MSCE@NYU Tandon,Admit,2024,Fall,Master,美国,4.0,3.7
MSCE@NYU Tandon,Admit,2024,Fall,Master,美国,4.0,3.29
MSCE@NYU Tandon,Admit,2023,Fall,Master,美国,4.0,3.48
MSCE@NYU Tandon,Admit,2023,Fall,Master,美国,4.0,3.37
MSCE@NYU Tandon,Admit,2023,Fall,Master,美国,其他,27.89
MSCE@NYU Tandon,Admit,2023,Fall,Master,美国,4.0,3.7
MSCS@BU,Admit,2024,Fall,Master,美国,5.0,4.33
MSCS@BU,Admit,2023,Fall,Master,美国,5.0,4.43
MSCS@CMU,Reject,2024,Fall,Master,美国,4.0,3.75
MSCS@CMU,Reject,2024,Fall,Master,美国,4.3,4.05
MSCS@CMU,Reject,2024,Fall,Master,美国,4.0,3.7
MSCS@CMU,Reject,2024,Fall,Master,美国,100,91.82
MSCS@CMU,Admit,2024,Fall,Master,美国,4.0,3.93
MSCS@CMU,Reject,2024,Fall,Master,美国,4.0,3.69
MSCS@CMU,Reject,2024,Fall,Master,美国,4.0,3.97
MSCS@CMU,Admit,2024,Fall,Master,美国,4.0,3.95
MSCS@CMU,Reject,2024,Fall,Master,美国,100,90.28
MSCS@CMU,Reject,2024,Fall,Master,美国,4.3,3.7
MSCS@CMU,Reject,2024,Fall,Master,美国,100,91.11
MSCS@CMU,Reject,2024,Fall,Master,美国,4.0,3.97
MSCS@CMU,Reject,2023,Fall,Master,美国,100,86.74
MSCS@CMU,Reject,2023,Fall,Master,美国,4.0,3.92
MSCS@CMU,Reject,2023,Fall,Master,美国,4.0,3.97
MSCS@CMU,Reject,2023,Fall,Master,美国,4.3,3.94
MSCS@CMU,Reject,2023,Fall,Master,美国,4.3,4.09
MSCS@CMU,Reject,2023,Fall,Master,美国,100,90.3
MSCS@CMU,Reject,2023,Fall,Master,美国,4.0,3.95
MSCS@CMU,Reject,2023,Fall,Master,美国,100,89.61
MSCS@CMU,Reject,2023,Fall,Master,美国,100,87.0
MSCS@CMU,Reject,2023,Fall,Master,美国,100,91.18
MSCS@CMU,Reject,2023,Fall,Master,美国,100,94.48
MSCS@CMU,Reject,2023,Fall,Master,美国,100,91.61
MSCS@CMU,Reject,2023,Fall,Master,美国,100,91.63
MSCS@CMU,Admit,2023,Fall,Master,美国,4.0,3.96
MSCS@CMU,Admit,2023,Fall,Master,美国,4.3,4.1
MSCS@CMU,Reject,2023,Fall,Master,美国,4.0,3.95
MSCS@CMU,Reject,2023,Fall,Master,美国,4.0,3.92
MSCS@CMU,Reject,2023,Fall,Master,美国,4.0,3.9
MSCS@CMU,Reject,2023,Fall,Master,美国,4.0,3.88
MSCS@Columbia,默拒,2024,Fall,Master,美国,4.0,3.75
MSCS@Columbia,Reject,2024,Fall,Master,美国,100,89.1
MSCS@Columbia,Reject,2024,Fall,Master,美国,4.0,3.82
MSCS@Columbia,Reject,2024,Fall,Master,美国,4.3,3.7
MSCS@Columbia,Reject,2024,Fall,Master,美国,100,91.11
MSCS@Columbia,Admit,2024,Fall,Master,美国,4.0,3.96
MSCS@Columbia,Admit,2024,Fall,Master,美国,4.0,3.83
MSCS@Columbia,Admit,2024,Fall,Master,美国,4.0,3.93
MSCS@Columbia,Admit,2024,Fall,Master,美国,4.0,3.88
MSCS@Columbia,Admit,2024,Fall,Master,美国,100,90.5
MSCS@Columbia,Admit,2024,Fall,Master,美国,100,91.82
MSCS@Columbia,Admit,2024,Fall,Master,美国,100,91.08
MSCS@Columbia,Admit,2024,Fall,Master,美国,4.3,3.7
MSCS@Columbia,Admit,2024,Fall,Master,美国,4.0,3.92
MSCS@Columbia,Admit,2024,Fall,Master,美国,4.0,3.97
MSCS@Columbia,Reject,2023,Fall,Master,美国,4.0,3.94
MSCS@Columbia,Waitlist,2023,Fall,Master,美国,100,94.48
MSCS@Columbia,Reject,2023,Fall,Master,美国,4.0,3.92
MSCS@Columbia,Reject,2023,Fall,Master,美国,4.0,3.8
MSCS@Columbia,Reject,2023,Fall,Master,美国,4.3,3.55
MSCS@Columbia,Reject,2023,Fall,Master,美国,4.0,3.84
MSCS@Columbia,Reject,2023,Fall,Master,美国,5.0,4.41
MSCS@Columbia,Reject,2023,Fall,Master,美国,4.0,3.92
MSCS@Columbia,默拒,2023,Fall,Master,美国,4.0,3.9
MSCS@Columbia,Admit,2023,Fall,Master,美国,4.0,3.92
MSCS@Columbia,Admit,2023,Fall,Master,美国,5.0,4.55
MSCS@Columbia,Admit,2023,Fall,Master,美国,4.3,3.94
MSCS@Columbia,Admit,2023,Fall,Master,美国,4.0,3.98
MSCS@Columbia,Admit,2023,Fall,Master,美国,4.3,3.96
MSCS@Columbia,Admit,2023,Fall,Master,美国,4.0,3.7
MSCS@Columbia,Admit,2023,Fall,Master,美国,4.3,4.09
MSCS@Columbia,Admit,2023,Fall,Master,美国,4.0,4.0
MSCS@Columbia,Admit,2023,Fall,Master,美国,4.0,3.96
MSCS@Columbia,Admit,2023,Fall,Master,美国,4.0,3.95
MSCS@Columbia,Admit,2023,Fall,Master,美国,4.0,3.97
MSCS@Columbia,Reject,2023,Fall,Master,美国,100,87.0
MSCS@Columbia,Reject,2022,Fall,Master,美国,100,90.11
MSCS@Columbia,Reject,2022,Fall,Master,美国,100,89.28
MSCS@Cornell,Reject,2023,Fall,Master,美国,4.0,4.0
MSCS@Dartmouth,Reject,2024,Fall,Master,美国,5.0,4.33
MSCS@Dartmouth,Admit,2024,Fall,Master,美国,100,87.0
MSCS@Dartmouth,Admit,2024,Fall,Master,美国,100,92.0
MSCS@Dartmouth,Waitlist,2023,Fall,Master,美国,100,86.74
MSCS@Dartmouth,Admit,2023,Fall,Master,美国,4.0,3.33
MSCS@Duke,Reject,2024,Fall,Master,美国,4.0,3.75
MSCS@Duke,Reject,2024,Fall,Master,美国,4.0,3.83
MSCS@Duke,Reject,2024,Fall,Master,美国,100,94.25
MSCS@Duke,Reject,2024,Fall,Master,美国,4.0,3.97
MSCS@Duke,Reject,2024,Fall,Master,美国,4.3,3.7
MSCS@Duke,Reject,2024,Fall,Master,美国,100,90.5
MSCS@Duke,Reject,2024,Fall,Master,美国,4.0,3.94
MSCS@Duke,Admit,2024,Fall,Master,美国,4.0,3.96
MSCS@Duke,Admit,2024,Fall,Master,美国,100,91.11
MSCS@Duke,Reject,2023,Fall,Master,美国,4.0,3.92
MSCS@Duke,Reject,2023,Fall,Master,美国,4.0,3.9
MSCS@Duke,Reject,2023,Fall,Master,美国,4.3,4.09
MSCS@Duke,Reject,2023,Fall,Master,美国,4.0,3.86
MSCS@Duke,Reject,2023,Fall,Master,美国,100,91.61
MSCS@Duke,Admit,2023,Fall,Master,美国,4.3,3.94
MSCS@Duke,Admit,2023,Fall,Master,美国,4.3,4.1
MSCS@Emory,Reject,2023,Fall,Master,美国,4.0,3.87
MSCS@Emory,Admit,2023,Fall,Master,美国,4.0,3.33
MSCS@GaTech,Admit,2024,Fall,Master,美国,4.0,3.75
MSCS@GaTech,Reject,2024,Fall,Master,美国,4.0,3.81
MSCS@GaTech,Reject,2024,Fall,Master,美国,4.0,3.83
MSCS@GaTech,Reject,2024,Fall,Master,美国,100,94.25
MSCS@GaTech,Reject,2024,Fall,Master,美国,100,90.1
MSCS@GaTech,Reject,2024,Fall,Master,美国,4.0,3.94
MSCS@GaTech,Reject,2024,Fall,Master,美国,100,90.5
MSCS@GaTech,Reject,2024,Fall,Master,美国,100,91.11
MSCS@GaTech,Reject,2024,Fall,Master,美国,100,92.0
MSCS@GaTech,Reject,2024,Fall,Master,美国,4.0,3.97
MSCS@GaTech,Reject,2024,Fall,Master,美国,4.0,3.96
MSCS@GaTech,Admit,2024,Fall,Master,美国,100,87.0
MSCS@GaTech,Reject,2023,Fall,Master,美国,100,86.5
MSCS@GaTech,Admit,2023,Fall,Master,美国,4.3,4.1
MSCS@GaTech,Admit,2023,Fall,Master,美国,4.0,3.95
MSCS@GaTech,Reject,2023,Fall,Master,美国,4.0,3.92
MSCS@GaTech,默拒,2023,Fall,Master,美国,4.0,3.9
MSCS@GaTech,Reject,2023,Fall,Master,美国,100,92.3
MSCS@GaTech,Admit,2023,Fall,Master,美国,4.0,3.92
MSCS@GaTech,Reject,2023,Fall,Master,美国,4.0,3.83
MSCS@GaTech,Reject,2023,Fall,Master,美国,100,94.48
MSCS@GaTech,Reject,2023,Fall,Master,美国,4.0,3.95
MSCS@GaTech,Reject,2023,Fall,Master,美国,100,90.3
MSCS@GaTech,Admit,2023,Fall,Master,美国,4.0,3.5
MSCS@GaTech,Admit,2023,Fall,Master,美国,4.3,3.94
MSCS@GaTech,Admit,2023,Fall,Master,美国,4.0,3.86
MSCS@GaTech,Admit,2023,Fall,Master,美国,4.0,3.7
MSCS@GaTech,Admit,2023,Fall,Master,美国,100,91.63
MSCS@GaTech,Admit,2023,Fall,Master,美国,4.0,3.75
MSCS@GaTech,Admit,2023,Fall,Master,美国,100,91.61
MSCS@GaTech,Reject,2023,Fall,Master,美国,100,87.5
MSCS@GaTech,Reject,2022,Fall,Master,美国,100,88.42
MSCS@GWU,Admit,2023,Fall,Master,美国,4.0,3.37
MSCS@GWU,Admit,2023,Fall,Master,美国,4.0,3.68
MSCS@Iowa State University,Admit,2023,Fall,Master,美国,4.0,3.68
MSCS@NWU,Reject,2024,Fall,Master,美国,100,90.1
MSCS@NWU,Reject,2024,Fall,Master,美国,100,94.25
MSCS@NWU,Admit,2024,Fall,Master,美国,4.0,3.94
MSCS@NWU,Reject,2024,Fall,Master,美国,4.0,3.83
MSCS@NWU,Reject,2024,Fall,Master,美国,100,91.08
MSCS@NWU,Admit,2024,Fall,Master,美国,4.0,3.92
MSCS@NWU,Admit,2024,Fall,Master,美国,4.0,3.81
MSCS@NWU,Admit,2024,Fall,Master,美国,4.0,3.91
MSCS@NWU,Admit,2024,Fall,Master,美国,4.0,3.92
MSCS@NWU,Admit,2024,Fall,Master,美国,4.0,3.83
MSCS@NWU,Reject,2024,Fall,Master,美国,100,85.14
MSCS@NWU,Reject,2024,Fall,Master,美国,4.3,3.7
MSCS@NWU,Admit,2024,Fall,Master,美国,4.0,3.93
MSCS@NWU,Admit,2024,Fall,Master,美国,4.0,3.99
MSCS@NWU,Reject,2024,Fall,Master,美国,4.0,3.77
MSCS@NWU,Reject,2023,Fall,Master,美国,4.0,3.48
MSCS@NWU,Reject,2023,Fall,Master,美国,100,87.5
MSCS@NWU,Admit,2023,Fall,Master,美国,4.0,3.7
MSCS@NWU,Reject,2023,Fall,Master,美国,100,86.74
MSCS@NWU,Reject,2023,Fall,Master,美国,100,88.0
MSCS@NWU,Reject,2023,Fall,Master,美国,4.0,3.98
MSCS@NWU,Reject,2023,Fall,Master,美国,4.0,3.75
MSCS@NWU,Reject,2023,Fall,Master,美国,5.0,4.41
MSCS@NWU,Admit,2023,Fall,Master,美国,4.0,3.9
MSCS@NWU,Admit,2023,Fall,Master,美国,4.0,3.94
MSCS@NWU,Reject,2023,Fall,Master,美国,4.0,3.66
MSCS@NWU,Reject,2023,Fall,Master,美国,4.0,3.8
MSCS@NWU,Reject,2023,Fall,Master,美国,4.0,3.3
MSCS@NWU,Reject,2023,Fall,Master,美国,4.3,4.09
MSCS@NWU,Reject,2023,Fall,Master,美国,4.0,3.86
MSCS@NWU,Reject,2023,Fall,Master,美国,英制100,71.0
MSCS@NWU,Reject,2023,Fall,Master,美国,4.3,3.97
MSCS@NWU,Reject,2023,Fall,Master,美国,4.0,3.48
MSCS@NWU,Reject,2023,Fall,Master,美国,100,92.91
MSCS@NWU,Admit,2023,Fall,Master,美国,4.0,3.8
MSCS@NWU,Admit,2023,Fall,Master,美国,4.0,3.9
MSCS@NWU,Reject,2023,Fall,Master,美国,100,89.3
MSCS@NWU,Reject,2023,Fall,Master,美国,4.0,3.7
MSCS@NYU Courant,Admit,2024,Fall,Master,美国,4.0,3.83
MSCS@NYU Courant,Admit,2024,Fall,Master,美国,100,90.1
MSCS@NYU Courant,Reject,2023,Fall,Master,美国,4.3,3.55
MSCS@NYU Courant,Reject,2023,Fall,Master,美国,5.0,4.41
MSCS@NYU Courant,Admit,2023,Fall,Master,美国,4.0,3.92
MSCS@NYU Courant,Admit,2023,Fall,Master,美国,100,88.8
MSCS@NYU Courant,Admit,2023,Fall,Master,美国,4.0,3.84
MSCS@NYU Courant,Admit,2023,Fall,Master,美国,100,87.0
MSCS@NYU Courant,Reject,2022,Fall,Master,美国,100,90.11
MSCS@NYU Courant,Reject,2022,Fall,Master,美国,100,89.28
MSCS@NYU Tandon,Admit,2024,Fall,Master,美国,100,91.7
MSCS@NYU Tandon,Reject,2024,Fall,Master,美国,4.0,3.82
MSCS@NYU Tandon,Admit,2024,Fall,Master,美国,100,85.14
MSCS@NYU Tandon,Reject,2024,Fall,Master,美国,4.0,3.89
MSCS@NYU Tandon,Reject,2024,Fall,Master,美国,4.0,3.81
MSCS@NYU Tandon,Admit,2024,Fall,Master,美国,4.0,3.93
MSCS@NYU Tandon,Reject,2024,Fall,Master,美国,100,89.1
MSCS@NYU Tandon,Admit,2024,Fall,Master,美国,5.0,4.33
MSCS@NYU Tandon,Admit,2024,Fall,Master,美国,100,90.6
MSCS@NYU Tandon,Admit,2024,Fall,Master,美国,其他,3.78
MSCS@NYU Tandon,Admit,2024,Fall,Master,美国,100,91.11
MSCS@NYU Tandon,Reject,2024,Fall,Master,美国,4.0,3.46
MSCS@NYU Tandon,Reject,2024,Fall,Master,美国,100,85.97
MSCS@NYU Tandon,Reject,2024,Fall,Master,美国,4.0,3.5
MSCS@NYU Tandon,Admit,2023,Fall,Master,美国,4.3,3.75
MSCS@NYU Tandon,Admit,2023,Fall,Master,美国,4.0,3.85
MSCS@NYU Tandon,Reject,2023,Fall,Master,美国,100,86.3
MSCS@NYU Tandon,Admit,2023,Fall,Master,美国,100,84.0
MSCS@NYU Tandon,Admit,2023,Fall,Master,美国,4.0,3.33
MSCS@NYU Tandon,Reject,2023,Fall,Master,美国,4.0,3.69
MSCS@NYU Tandon,Admit,2023,Fall,Master,美国,100,86.99
MSCS@NYU Tandon,Admit,2023,Fall,Master,美国,100,90.52
MSCS@NYU Tandon,Reject,2023,Fall,Master,美国,4.0,3.86
MSCS@NYU Tandon,Admit,2023,Fall,Master,美国,100,88.8
MSCS@NYU Tandon,Reject,2023,Fall,Master,美国,4.0,3.3
MSCS@NYU Tandon,Admit,2023,Fall,Master,美国,4.0,3.66
MSCS@NYU Tandon,Admit,2023,Fall,Master,美国,100,89.7
MSCS@NYU Tandon,Reject,2023,Fall,Master,美国,4.0,3.48
MSCS@NYU Tandon,Admit,2023,Fall,Master,美国,100,90.9
MSCS@NYU Tandon,Admit,2023,Fall,Master,美国,5.0,4.41
MSCS@NYU Tandon,Admit,2023,Fall,Master,美国,5.0,4.55
MSCS@NYU Tandon,Admit,2022,Fall,Master,美国,100,88.42
MSCS@Pitt,Admit,2023,Fall,Master,美国,4.0,3.48
MSCS@Purdue,Reject,2024,Fall,Master,美国,4.3,3.7
MSCS@Purdue,Reject,2023,Fall,Master,美国,4.0,3.48
MSCS@Purdue,Reject,2023,Fall,Master,美国,4.0,3.85
MSCS@Rutgers,Reject,2023,Fall,Master,美国,4.0,3.68
MSCS@Rutgers,Admit,2023,Fall,Master,美国,4.0,3.9
MSCS@SCU,Admit,2023,Fall,Master,美国,4.0,3.37
MSCS@SCU,Reject,2023,Fall,Master,美国,4.0,3.7
MSCS@SCU,Admit,2023,Fall,Master,美国,4.0,3.7
MSCS@SCU,Admit,2023,Fall,Master,美国,4.0,3.66
MSCS@SCU,Admit,2023,Fall,Master,美国,4.0,3.48
MSCS@SCU,Admit,2023,Fall,Master,美国,4.3,3.83
MSCS@SCU,Admit,2023,Fall,Master,美国,4.3,3.55
MSCS@SMU,Admit,2023,Fall,Master,美国,5.0,4.43
MSCS@Stanford,Reject,2024,Fall,Master,美国,4.0,3.75
MSCS@Stanford,Reject,2024,Fall,Master,美国,4.3,4.05
MSCS@Stanford,Reject,2024,Fall,Master,美国,4.0,3.7
MSCS@Stanford,Reject,2024,Fall,Master,美国,4.3,3.7
MSCS@Stanford,Reject,2024,Fall,Master,美国,4.0,3.97
MSCS@Stanford,Reject,2024,Fall,Master,美国,4.0,3.89
MSCS@Stanford,Reject,2024,Fall,Master,美国,4.0,3.95
MSCS@Stanford,Admit,2024,Fall,Master,美国,4.0,3.93
MSCS@Stanford,Reject,2024,Fall,Master,美国,4.0,3.93
MSCS@Stanford,Reject,2024,Fall,Master,美国,4.0,3.97
MSCS@Stanford,Reject,2023,Fall,Master,美国,100,94.48
MSCS@Stanford,Reject,2023,Fall,Master,美国,4.3,4.09
MSCS@Stanford,Reject,2023,Fall,Master,美国,4.0,3.92
MSCS@Stanford,Admit,2023,Fall,Master,美国,4.0,3.96
MSCS@Stanford,Reject,2023,Fall,Master,美国,4.0,3.94
MSCS@Stanford,Reject,2023,Fall,Master,美国,100,91.61
MSCS@Stanford,Admit,2023,Fall,Master,美国,4.0,4.0
MSCS@Stanford,Reject,2023,Fall,Master,美国,4.3,4.1
MSCS@Stanford,Reject,2023,Fall,Master,美国,4.0,3.92
MSCS@Stanford,Admit,2023,Fall,Master,美国,4.0,3.95
MSCS@Stanford,Reject,2023,Fall,Master,美国,4.0,3.78
MSCS@TAMU,Admit,2023,Fall,Master,美国,4.0,3.87
MSCS@TAMU,Admit,2023,Fall,Master,美国,4.0,3.82
MSCS@Tufts,Reject,2023,Fall,Master,美国,4.0,3.33
MSCS@Tufts,Reject,2023,Fall,Master,美国,5.0,4.55
MSCS@Tufts,Reject,2023,Fall,Master,美国,4.0,3.37
MSCS@UCD,Reject,2023,Fall,Master,美国,5.0,4.41
MSCS@UCD,Admit,2023,Fall,Master,美国,100,88.8
MSCS@UCD,Reject,2022,Fall,Master,美国,100,90.11
MSCS@UCI,Admit,2023,Fall,Master,美国,4.0,3.9
MSCS@UCLA,Reject,2024,Fall,Master,美国,4.3,3.7
MSCS@UCLA,Reject,2024,Fall,Master,美国,4.0,3.83
MSCS@UCLA,Reject,2024,Fall,Master,美国,100,91.11
MSCS@UCLA,默拒,2024,Fall,Master,美国,100,91.82
MSCS@UCLA,Admit,2024,Fall,Master,美国,100,91.08
MSCS@UCLA,Reject,2023,Fall,Master,美国,4.3,4.1
MSCS@UCLA,Reject,2023,Fall,Master,美国,100,94.48
MSCS@UCLA,Reject,2023,Fall,Master,美国,4.0,3.95
MSCS@UCLA,Reject,2023,Fall,Master,美国,4.0,3.9
MSCS@UCLA,Reject,2023,Fall,Master,美国,4.3,4.09
MSCS@UCLA,Reject,2023,Fall,Master,美国,4.0,3.92
MSCS@UCLA,Reject,2023,Fall,Master,美国,100,90.3
MSCS@UCLA,Admit,2023,Fall,Master,美国,4.0,3.96
MSCS@UCLA,Admit,2023,Fall,Master,美国,4.0,3.99
MSCS@UCLA,Reject,2022,Fall,Master,美国,100,89.28
MSCS@UCR,Admit,2024,Fall,Master,美国,4.0,3.5
MSCS@UCR,Admit,2023,Fall,Master,美国,4.3,3.41
MSCS@UCSB,Reject,2024,Fall,Master,美国,4.0,3.89
MSCS@UCSB,Reject,2024,Fall,Master,美国,4.0,3.83
MSCS@UCSB,默拒,2024,Fall,Master,美国,100,90.1
MSCS@UCSB,默拒,2024,Fall,Master,美国,4.0,3.82
MSCS@UCSB,Admit,2024,Fall,Master,美国,100,91.08
MSCS@UCSB,Reject,2023,Fall,Master,美国,5.0,4.43
MSCS@UCSB,Admit,2023,Fall,Master,美国,4.0,3.9
MSCS@UCSB,Admit,2023,Fall,Master,美国,4.0,3.87
MSCS@UCSB,Reject,2022,Fall,Master,美国,100,90.11
MSCS@UFL,Admit,2024,Fall,Master,美国,100,85.14
MSCS@UFL,Admit,2023,Fall,Master,美国,4.0,3.69
MSCS@UFL,Admit,2023,Fall,Master,美国,4.0,3.87
MSCS@UIUC,Reject,2024,Fall,Master,美国,4.0,3.95
MSCS@UIUC,Reject,2024,Fall,Master,美国,4.3,4.05
MSCS@UIUC,Reject,2024,Fall,Master,美国,100,90.28
MSCS@UIUC,Reject,2024,Fall,Master,美国,4.0,3.89
MSCS@UIUC,Admit,2024,Fall,Master,美国,4.0,3.95
MSCS@UIUC,Admit,2023,Fall,Master,美国,4.0,3.94
MSCS@UIUC,Reject,2023,Fall,Master,美国,4.3,4.09
MSCS@UIUC,Reject,2023,Fall,Master,美国,4.0,3.96
MSCS@UIUC,Reject,2023,Fall,Master,美国,100,91.61
MSCS@UIUC,Reject,2023,Fall,Master,美国,100,88.0
MSCS@UIUC,Reject,2023,Fall,Master,美国,4.0,3.8
MSCS@UIUC,Reject,2023,Fall,Master,美国,4.0,4.0
MSCS@UIUC,Reject,2023,Fall,Master,美国,4.0,3.9
MSCS@UIUC,Admit,2023,Fall,Master,美国,4.0,3.97
MSCS@UIUC,Admit,2023,Fall,Master,美国,4.0,3.76
MSCS@UIUC,Admit,2023,Fall,Master,美国,4.0,3.86
MSCS@UIUC,Reject,2023,Fall,Master,美国,100,87.0
MSCS@UMass,Reject,2024,Fall,Master,美国,100,90.1
MSCS@UMass,Reject,2023,Fall,Master,美国,4.0,3.74
MSCS@UMass,Admit,2023,Fall,Master,美国,4.0,3.5
MSCS@UNC,Admit,2024,Fall,Master,美国,100,87.0
MSCS@UNC,Reject,2023,Fall,Master,美国,4.0,3.87
MSCS@UT-Austin,Reject,2024,Fall,Master,美国,4.0,3.83
MSCS@UT-Austin,Reject,2024,Fall,Master,美国,100,94.25
MSCS@UT-Austin,Reject,2024,Fall,Master,美国,100,92.0
MSCS@UT-Austin,Reject,2024,Fall,Master,美国,100,90.28
MSCS@UT-Austin,Reject,2024,Fall,Master,美国,4.0,3.89
MSCS@UT-Austin,Reject,2024,Fall,Master,美国,100,91.11
MSCS@UT-Austin,Reject,2024,Fall,Master,美国,100,91.08
MSCS@UT-Austin,Admit,2024,Fall,Master,美国,4.3,4.05
MSCS@UT-Austin,Admit,2024,Fall,Master,美国,4.0,3.7
MSCS@UT-Austin,Admit,2024,Fall,Master,美国,4.0,3.97
MSCS@UT-Austin,Reject,2023,Fall,Master,美国,4.3,4.1
MSCS@UT-Austin,Reject,2023,Fall,Master,美国,100,91.61
